Loaded Arguments:
config_file             : config.ini
experiment              : pcam_bnn_1
task                    : bnn
seed                    : 1111
verbose                 : True
log_dir                 : Logs
log_interval            : 10
tensorboard_dir         : Tensorboard
dataset                 : pcam
dataset_dir             : ../../Datasets/pcam
val_split               : 0.2
test_split              : 0.2
image_x                 : 96
image_y                 : 96
square_image            : True
augmentation            : True
data_workers            : 4
use_gpu                 : True
precision               : 16
efficient_net           : 7
model_dir               : Models
epochs                  : 20
batch_size              : 64
minimum_lr              : 1e-05
maximum_lr              : 0.1
label_smoothing         : 0.0
focal_loss              : False
focal_alpha             : 0.25
focal_gamma             : 2.0
training_samples        : 10
batches_per_epoch       : 0


Set Random Seed to 1111
Device set to cuda:0

Loader Datasets

Model Initialised
Time: 106779s	Train Epoch: 17 [035840/235930] (15%)	Loss: 492.544582	Cross Entropy: 0.0478	ELBO: 492.4968	Accuracy: 0.983761
Time: 106795s	Train Epoch: 17 [036480/235930] (15%)	Loss: 483.904124	Cross Entropy: 0.0476	ELBO: 483.8565	Accuracy: 0.983772
Time: 106810s	Train Epoch: 17 [037120/235930] (16%)	Loss: 475.561759	Cross Entropy: 0.0476	ELBO: 475.5142	Accuracy: 0.983836
Time: 106826s	Train Epoch: 17 [037760/235930] (16%)	Loss: 467.502462	Cross Entropy: 0.0478	ELBO: 467.4546	Accuracy: 0.983766
Time: 106842s	Train Epoch: 17 [038400/235930] (16%)	Loss: 459.711334	Cross Entropy: 0.0476	ELBO: 459.6637	Accuracy: 0.983828
Time: 106858s	Train Epoch: 17 [039040/235930] (17%)	Loss: 452.175735	Cross Entropy: 0.0475	ELBO: 452.1282	Accuracy: 0.983914
Time: 106874s	Train Epoch: 17 [039680/235930] (17%)	Loss: 444.883648	Cross Entropy: 0.0478	ELBO: 444.8358	Accuracy: 0.983745
Time: 106890s	Train Epoch: 17 [040320/235930] (17%)	Loss: 437.822968	Cross Entropy: 0.0480	ELBO: 437.7750	Accuracy: 0.983606
Time: 106906s	Train Epoch: 17 [040960/235930] (17%)	Loss: 430.982495	Cross Entropy: 0.0478	ELBO: 430.9347	Accuracy: 0.983618
Time: 106921s	Train Epoch: 17 [041600/235930] (18%)	Loss: 424.353004	Cross Entropy: 0.0480	ELBO: 424.3050	Accuracy: 0.983437
Time: 106937s	Train Epoch: 17 [042240/235930] (18%)	Loss: 417.924284	Cross Entropy: 0.0482	ELBO: 417.8761	Accuracy: 0.983452
Time: 106953s	Train Epoch: 17 [042880/235930] (18%)	Loss: 411.687358	Cross Entropy: 0.0482	ELBO: 411.6391	Accuracy: 0.983442
Time: 106969s	Train Epoch: 17 [043520/235930] (18%)	Loss: 405.634151	Cross Entropy: 0.0485	ELBO: 405.5856	Accuracy: 0.983364
Time: 106985s	Train Epoch: 17 [044160/235930] (19%)	Loss: 399.755983	Cross Entropy: 0.0484	ELBO: 399.7076	Accuracy: 0.983469
Time: 107001s	Train Epoch: 17 [044800/235930] (19%)	Loss: 394.045941	Cross Entropy: 0.0485	ELBO: 393.9975	Accuracy: 0.983415
Time: 107017s	Train Epoch: 17 [045440/235930] (19%)	Loss: 388.496701	Cross Entropy: 0.0485	ELBO: 388.4482	Accuracy: 0.983451
Time: 107032s	Train Epoch: 17 [046080/235930] (20%)	Loss: 383.101546	Cross Entropy: 0.0485	ELBO: 383.0531	Accuracy: 0.983464
Time: 107048s	Train Epoch: 17 [046720/235930] (20%)	Loss: 377.854567	Cross Entropy: 0.0488	ELBO: 377.8058	Accuracy: 0.983369
Time: 107064s	Train Epoch: 17 [047360/235930] (20%)	Loss: 372.749181	Cross Entropy: 0.0489	ELBO: 372.7003	Accuracy: 0.983319
Time: 107080s	Train Epoch: 17 [048000/235930] (20%)	Loss: 367.779710	Cross Entropy: 0.0487	ELBO: 367.7310	Accuracy: 0.983312
Time: 107096s	Train Epoch: 17 [048640/235930] (21%)	Loss: 362.940994	Cross Entropy: 0.0486	ELBO: 362.8924	Accuracy: 0.983326
Time: 107112s	Train Epoch: 17 [049280/235930] (21%)	Loss: 358.228256	Cross Entropy: 0.0487	ELBO: 358.1795	Accuracy: 0.983340
Time: 107127s	Train Epoch: 17 [049920/235930] (21%)	Loss: 353.636188	Cross Entropy: 0.0487	ELBO: 353.5875	Accuracy: 0.983353
Time: 107143s	Train Epoch: 17 [050560/235930] (21%)	Loss: 349.160614	Cross Entropy: 0.0489	ELBO: 349.1117	Accuracy: 0.983228
Time: 107159s	Train Epoch: 17 [051200/235930] (22%)	Loss: 344.796982	Cross Entropy: 0.0492	ELBO: 344.7478	Accuracy: 0.983184
Time: 107175s	Train Epoch: 17 [051840/235930] (22%)	Loss: 340.540502	Cross Entropy: 0.0489	ELBO: 340.4916	Accuracy: 0.983333
Time: 107191s	Train Epoch: 17 [052480/235930] (22%)	Loss: 336.388310	Cross Entropy: 0.0490	ELBO: 336.3393	Accuracy: 0.983232
Time: 107207s	Train Epoch: 17 [053120/235930] (23%)	Loss: 332.336036	Cross Entropy: 0.0490	ELBO: 332.2870	Accuracy: 0.983227
Time: 107222s	Train Epoch: 17 [053760/235930] (23%)	Loss: 328.380263	Cross Entropy: 0.0490	ELBO: 328.3312	Accuracy: 0.983222
Time: 107238s	Train Epoch: 17 [054400/235930] (23%)	Loss: 324.518020	Cross Entropy: 0.0495	ELBO: 324.4685	Accuracy: 0.983051
Time: 107254s	Train Epoch: 17 [055040/235930] (23%)	Loss: 320.745391	Cross Entropy: 0.0498	ELBO: 320.6956	Accuracy: 0.982958
Time: 107270s	Train Epoch: 17 [055680/235930] (24%)	Loss: 317.059212	Cross Entropy: 0.0498	ELBO: 317.0095	Accuracy: 0.982956
Time: 107286s	Train Epoch: 17 [056320/235930] (24%)	Loss: 313.456744	Cross Entropy: 0.0497	ELBO: 313.4071	Accuracy: 0.983026
Time: 107302s	Train Epoch: 17 [056960/235930] (24%)	Loss: 309.935404	Cross Entropy: 0.0498	ELBO: 309.8856	Accuracy: 0.983023
Time: 107317s	Train Epoch: 17 [057600/235930] (24%)	Loss: 306.492419	Cross Entropy: 0.0499	ELBO: 306.4425	Accuracy: 0.982882
Time: 107333s	Train Epoch: 17 [058240/235930] (25%)	Loss: 303.124600	Cross Entropy: 0.0496	ELBO: 303.0750	Accuracy: 0.983019
Time: 107349s	Train Epoch: 17 [058880/235930] (25%)	Loss: 299.830227	Cross Entropy: 0.0495	ELBO: 299.7807	Accuracy: 0.983050
Time: 107365s	Train Epoch: 17 [059520/235930] (25%)	Loss: 296.606760	Cross Entropy: 0.0495	ELBO: 296.5572	Accuracy: 0.983098
Time: 107381s	Train Epoch: 17 [060160/235930] (25%)	Loss: 293.452082	Cross Entropy: 0.0497	ELBO: 293.4024	Accuracy: 0.983045
Time: 107397s	Train Epoch: 17 [060800/235930] (26%)	Loss: 290.363644	Cross Entropy: 0.0497	ELBO: 290.3139	Accuracy: 0.983043
Time: 107412s	Train Epoch: 17 [061440/235930] (26%)	Loss: 287.339471	Cross Entropy: 0.0497	ELBO: 287.2898	Accuracy: 0.983105
Time: 107428s	Train Epoch: 17 [062080/235930] (26%)	Loss: 284.377920	Cross Entropy: 0.0499	ELBO: 284.3281	Accuracy: 0.983054
Time: 107444s	Train Epoch: 17 [062720/235930] (27%)	Loss: 281.476705	Cross Entropy: 0.0499	ELBO: 281.4268	Accuracy: 0.982956
Time: 107460s	Train Epoch: 17 [063360/235930] (27%)	Loss: 278.633780	Cross Entropy: 0.0497	ELBO: 278.5841	Accuracy: 0.983049
Time: 107476s	Train Epoch: 17 [064000/235930] (27%)	Loss: 275.847888	Cross Entropy: 0.0497	ELBO: 275.7982	Accuracy: 0.983000
Time: 107492s	Train Epoch: 17 [064640/235930] (27%)	Loss: 273.117171	Cross Entropy: 0.0496	ELBO: 273.0675	Accuracy: 0.983014
Time: 107508s	Train Epoch: 17 [065280/235930] (28%)	Loss: 270.439875	Cross Entropy: 0.0495	ELBO: 270.3904	Accuracy: 0.983088
Time: 107523s	Train Epoch: 17 [065920/235930] (28%)	Loss: 267.814578	Cross Entropy: 0.0493	ELBO: 267.7653	Accuracy: 0.983146
Time: 107539s	Train Epoch: 17 [066560/235930] (28%)	Loss: 265.239810	Cross Entropy: 0.0492	ELBO: 265.1906	Accuracy: 0.983218
Time: 107555s	Train Epoch: 17 [067200/235930] (28%)	Loss: 262.714090	Cross Entropy: 0.0491	ELBO: 262.6650	Accuracy: 0.983244
Time: 107571s	Train Epoch: 17 [067840/235930] (29%)	Loss: 260.236128	Cross Entropy: 0.0491	ELBO: 260.1870	Accuracy: 0.983240
Time: 107587s	Train Epoch: 17 [068480/235930] (29%)	Loss: 257.804403	Cross Entropy: 0.0491	ELBO: 257.7554	Accuracy: 0.983265
Time: 107603s	Train Epoch: 17 [069120/235930] (29%)	Loss: 255.417795	Cross Entropy: 0.0491	ELBO: 255.3687	Accuracy: 0.983232
Time: 107619s	Train Epoch: 17 [069760/235930] (30%)	Loss: 253.074850	Cross Entropy: 0.0490	ELBO: 253.0259	Accuracy: 0.983243
Time: 107634s	Train Epoch: 17 [070400/235930] (30%)	Loss: 250.774506	Cross Entropy: 0.0488	ELBO: 250.7257	Accuracy: 0.983295
Time: 107650s	Train Epoch: 17 [071040/235930] (30%)	Loss: 248.515565	Cross Entropy: 0.0487	ELBO: 248.4669	Accuracy: 0.983376
Time: 107666s	Train Epoch: 17 [071680/235930] (30%)	Loss: 246.296997	Cross Entropy: 0.0486	ELBO: 246.2484	Accuracy: 0.983426
Time: 107682s	Train Epoch: 17 [072320/235930] (31%)	Loss: 244.117688	Cross Entropy: 0.0485	ELBO: 244.0692	Accuracy: 0.983462
Time: 107698s	Train Epoch: 17 [072960/235930] (31%)	Loss: 241.976824	Cross Entropy: 0.0486	ELBO: 241.9283	Accuracy: 0.983484
Time: 107714s	Train Epoch: 17 [073600/235930] (31%)	Loss: 239.873008	Cross Entropy: 0.0485	ELBO: 239.8245	Accuracy: 0.983533
Time: 107730s	Train Epoch: 17 [074240/235930] (31%)	Loss: 237.805551	Cross Entropy: 0.0485	ELBO: 237.7571	Accuracy: 0.983580
Time: 107745s	Train Epoch: 17 [074880/235930] (32%)	Loss: 235.773323	Cross Entropy: 0.0483	ELBO: 235.7250	Accuracy: 0.983640
Time: 107761s	Train Epoch: 17 [075520/235930] (32%)	Loss: 233.775548	Cross Entropy: 0.0482	ELBO: 233.7273	Accuracy: 0.983686
Time: 107777s	Train Epoch: 17 [076160/235930] (32%)	Loss: 231.811652	Cross Entropy: 0.0484	ELBO: 231.7632	Accuracy: 0.983600
Time: 107793s	Train Epoch: 17 [076800/235930] (33%)	Loss: 229.880372	Cross Entropy: 0.0485	ELBO: 229.8319	Accuracy: 0.983581
Time: 107809s	Train Epoch: 17 [077440/235930] (33%)	Loss: 227.980956	Cross Entropy: 0.0485	ELBO: 227.9324	Accuracy: 0.983574
Time: 107825s	Train Epoch: 17 [078080/235930] (33%)	Loss: 226.112649	Cross Entropy: 0.0485	ELBO: 226.0641	Accuracy: 0.983581
Time: 107841s	Train Epoch: 17 [078720/235930] (33%)	Loss: 224.274586	Cross Entropy: 0.0484	ELBO: 224.2262	Accuracy: 0.983613
Time: 107857s	Train Epoch: 17 [079360/235930] (34%)	Loss: 222.466558	Cross Entropy: 0.0486	ELBO: 222.4179	Accuracy: 0.983543
Time: 107872s	Train Epoch: 17 [080000/235930] (34%)	Loss: 220.687228	Cross Entropy: 0.0486	ELBO: 220.6386	Accuracy: 0.983550
Time: 107888s	Train Epoch: 17 [080640/235930] (34%)	Loss: 218.936110	Cross Entropy: 0.0486	ELBO: 218.8875	Accuracy: 0.983594
Time: 107904s	Train Epoch: 17 [081280/235930] (34%)	Loss: 217.212717	Cross Entropy: 0.0488	ELBO: 217.1640	Accuracy: 0.983514
Time: 107920s	Train Epoch: 17 [081920/235930] (35%)	Loss: 215.516166	Cross Entropy: 0.0488	ELBO: 215.4674	Accuracy: 0.983533
Time: 107936s	Train Epoch: 17 [082560/235930] (35%)	Loss: 213.845768	Cross Entropy: 0.0487	ELBO: 213.7971	Accuracy: 0.983539
Time: 107952s	Train Epoch: 17 [083200/235930] (35%)	Loss: 212.201150	Cross Entropy: 0.0487	ELBO: 212.1525	Accuracy: 0.983546
Time: 107967s	Train Epoch: 17 [083840/235930] (36%)	Loss: 210.581622	Cross Entropy: 0.0486	ELBO: 210.5330	Accuracy: 0.983576
Time: 107983s	Train Epoch: 17 [084480/235930] (36%)	Loss: 208.986504	Cross Entropy: 0.0485	ELBO: 208.9380	Accuracy: 0.983629
Time: 107999s	Train Epoch: 17 [085120/235930] (36%)	Loss: 207.415459	Cross Entropy: 0.0484	ELBO: 207.3671	Accuracy: 0.983647
Time: 108015s	Train Epoch: 17 [085760/235930] (36%)	Loss: 205.867818	Cross Entropy: 0.0482	ELBO: 205.8196	Accuracy: 0.983699
Time: 108031s	Train Epoch: 17 [086400/235930] (37%)	Loss: 204.343340	Cross Entropy: 0.0484	ELBO: 204.2950	Accuracy: 0.983657
Time: 108047s	Train Epoch: 17 [087040/235930] (37%)	Loss: 202.841220	Cross Entropy: 0.0484	ELBO: 202.7928	Accuracy: 0.983651
Time: 108063s	Train Epoch: 17 [087680/235930] (37%)	Loss: 201.360881	Cross Entropy: 0.0483	ELBO: 201.3126	Accuracy: 0.983714
Time: 108079s	Train Epoch: 17 [088320/235930] (37%)	Loss: 199.902075	Cross Entropy: 0.0483	ELBO: 199.8538	Accuracy: 0.983730
Time: 108094s	Train Epoch: 17 [088960/235930] (38%)	Loss: 198.464365	Cross Entropy: 0.0484	ELBO: 198.4160	Accuracy: 0.983678
Time: 108110s	Train Epoch: 17 [089600/235930] (38%)	Loss: 197.047231	Cross Entropy: 0.0485	ELBO: 196.9987	Accuracy: 0.983638
Time: 108126s	Train Epoch: 17 [090240/235930] (38%)	Loss: 195.650122	Cross Entropy: 0.0485	ELBO: 195.6016	Accuracy: 0.983655
Time: 108142s	Train Epoch: 17 [090880/235930] (39%)	Loss: 194.272621	Cross Entropy: 0.0485	ELBO: 194.2241	Accuracy: 0.983649
Time: 108158s	Train Epoch: 17 [091520/235930] (39%)	Loss: 192.914408	Cross Entropy: 0.0485	ELBO: 192.8659	Accuracy: 0.983665
Time: 108174s	Train Epoch: 17 [092160/235930] (39%)	Loss: 191.574994	Cross Entropy: 0.0484	ELBO: 191.5265	Accuracy: 0.983702
Time: 108190s	Train Epoch: 17 [092800/235930] (39%)	Loss: 190.254056	Cross Entropy: 0.0484	ELBO: 190.2057	Accuracy: 0.983707
Time: 108205s	Train Epoch: 17 [093440/235930] (40%)	Loss: 188.951493	Cross Entropy: 0.0486	ELBO: 188.9029	Accuracy: 0.983626
Time: 108221s	Train Epoch: 17 [094080/235930] (40%)	Loss: 187.666418	Cross Entropy: 0.0486	ELBO: 187.6178	Accuracy: 0.983652
Time: 108237s	Train Epoch: 17 [094720/235930] (40%)	Loss: 186.398812	Cross Entropy: 0.0487	ELBO: 186.3502	Accuracy: 0.983604
Time: 108253s	Train Epoch: 17 [095360/235930] (40%)	Loss: 185.148036	Cross Entropy: 0.0486	ELBO: 185.0995	Accuracy: 0.983662
Time: 108269s	Train Epoch: 17 [096000/235930] (41%)	Loss: 183.913955	Cross Entropy: 0.0485	ELBO: 183.8655	Accuracy: 0.983719
Time: 108285s	Train Epoch: 17 [096640/235930] (41%)	Loss: 182.696366	Cross Entropy: 0.0485	ELBO: 182.6478	Accuracy: 0.983733
Time: 108301s	Train Epoch: 17 [097280/235930] (41%)	Loss: 181.494945	Cross Entropy: 0.0487	ELBO: 181.4462	Accuracy: 0.983717
Time: 108316s	Train Epoch: 17 [097920/235930] (42%)	Loss: 180.308963	Cross Entropy: 0.0487	ELBO: 180.2603	Accuracy: 0.983721
Time: 108332s	Train Epoch: 17 [098560/235930] (42%)	Loss: 179.138564	Cross Entropy: 0.0488	ELBO: 179.0898	Accuracy: 0.983665
Time: 108348s	Train Epoch: 17 [099200/235930] (42%)	Loss: 177.983031	Cross Entropy: 0.0487	ELBO: 177.9343	Accuracy: 0.983730
Time: 108364s	Train Epoch: 17 [099840/235930] (42%)	Loss: 176.842475	Cross Entropy: 0.0487	ELBO: 176.7937	Accuracy: 0.983704
Time: 108380s	Train Epoch: 17 [100480/235930] (43%)	Loss: 175.716434	Cross Entropy: 0.0488	ELBO: 175.6677	Accuracy: 0.983698
Time: 108396s	Train Epoch: 17 [101120/235930] (43%)	Loss: 174.604755	Cross Entropy: 0.0489	ELBO: 174.5558	Accuracy: 0.983653
Time: 108412s	Train Epoch: 17 [101760/235930] (43%)	Loss: 173.506831	Cross Entropy: 0.0488	ELBO: 173.4580	Accuracy: 0.983677
Time: 108427s	Train Epoch: 17 [102400/235930] (43%)	Loss: 172.422640	Cross Entropy: 0.0487	ELBO: 172.3739	Accuracy: 0.983721
Time: 108443s	Train Epoch: 17 [103040/235930] (44%)	Loss: 171.352102	Cross Entropy: 0.0489	ELBO: 171.3032	Accuracy: 0.983696
Time: 108459s	Train Epoch: 17 [103680/235930] (44%)	Loss: 170.294786	Cross Entropy: 0.0490	ELBO: 170.2458	Accuracy: 0.983661
Time: 108475s	Train Epoch: 17 [104320/235930] (44%)	Loss: 169.250292	Cross Entropy: 0.0489	ELBO: 169.2014	Accuracy: 0.983675
Time: 108491s	Train Epoch: 17 [104960/235930] (44%)	Loss: 168.218524	Cross Entropy: 0.0489	ELBO: 168.1696	Accuracy: 0.983708
Time: 108507s	Train Epoch: 17 [105600/235930] (45%)	Loss: 167.199255	Cross Entropy: 0.0488	ELBO: 167.1504	Accuracy: 0.983731
Time: 108522s	Train Epoch: 17 [106240/235930] (45%)	Loss: 166.192255	Cross Entropy: 0.0487	ELBO: 166.1435	Accuracy: 0.983754
Time: 108538s	Train Epoch: 17 [106880/235930] (45%)	Loss: 165.197325	Cross Entropy: 0.0487	ELBO: 165.1486	Accuracy: 0.983767
Time: 108554s	Train Epoch: 17 [107520/235930] (46%)	Loss: 164.214354	Cross Entropy: 0.0487	ELBO: 164.1656	Accuracy: 0.983752
Time: 108570s	Train Epoch: 17 [108160/235930] (46%)	Loss: 163.243007	Cross Entropy: 0.0488	ELBO: 163.1942	Accuracy: 0.983746
Time: 108586s	Train Epoch: 17 [108800/235930] (46%)	Loss: 162.282991	Cross Entropy: 0.0487	ELBO: 162.2343	Accuracy: 0.983750
Time: 108602s	Train Epoch: 17 [109440/235930] (46%)	Loss: 161.334240	Cross Entropy: 0.0487	ELBO: 161.2855	Accuracy: 0.983708
Time: 108618s	Train Epoch: 17 [110080/235930] (47%)	Loss: 160.396449	Cross Entropy: 0.0486	ELBO: 160.3478	Accuracy: 0.983721
Time: 108633s	Train Epoch: 17 [110720/235930] (47%)	Loss: 159.469658	Cross Entropy: 0.0487	ELBO: 159.4209	Accuracy: 0.983707
Time: 108649s	Train Epoch: 17 [111360/235930] (47%)	Loss: 158.553508	Cross Entropy: 0.0488	ELBO: 158.5047	Accuracy: 0.983702
Time: 108665s	Train Epoch: 17 [112000/235930] (47%)	Loss: 157.647728	Cross Entropy: 0.0487	ELBO: 157.5990	Accuracy: 0.983696
Time: 108681s	Train Epoch: 17 [112640/235930] (48%)	Loss: 156.752269	Cross Entropy: 0.0487	ELBO: 156.7035	Accuracy: 0.983674
Time: 108697s	Train Epoch: 17 [113280/235930] (48%)	Loss: 155.866929	Cross Entropy: 0.0487	ELBO: 155.8182	Accuracy: 0.983651
Time: 108713s	Train Epoch: 17 [113920/235930] (48%)	Loss: 154.991511	Cross Entropy: 0.0487	ELBO: 154.9428	Accuracy: 0.983673
Time: 108729s	Train Epoch: 17 [114560/235930] (49%)	Loss: 154.125870	Cross Entropy: 0.0486	ELBO: 154.0772	Accuracy: 0.983685
Time: 108745s	Train Epoch: 17 [115200/235930] (49%)	Loss: 153.269878	Cross Entropy: 0.0486	ELBO: 153.2212	Accuracy: 0.983698
Time: 108760s	Train Epoch: 17 [115840/235930] (49%)	Loss: 152.423300	Cross Entropy: 0.0486	ELBO: 152.3747	Accuracy: 0.983719
Time: 108776s	Train Epoch: 17 [116480/235930] (49%)	Loss: 151.586089	Cross Entropy: 0.0486	ELBO: 151.5375	Accuracy: 0.983723
Time: 108792s	Train Epoch: 17 [117120/235930] (50%)	Loss: 150.758103	Cross Entropy: 0.0487	ELBO: 150.7094	Accuracy: 0.983683
Time: 108808s	Train Epoch: 17 [117760/235930] (50%)	Loss: 149.939124	Cross Entropy: 0.0488	ELBO: 149.8903	Accuracy: 0.983662
Time: 108824s	Train Epoch: 17 [118400/235930] (50%)	Loss: 149.128921	Cross Entropy: 0.0488	ELBO: 149.0801	Accuracy: 0.983657
Time: 108840s	Train Epoch: 17 [119040/235930] (50%)	Loss: 148.327479	Cross Entropy: 0.0489	ELBO: 148.2786	Accuracy: 0.983627
Time: 108856s	Train Epoch: 17 [119680/235930] (51%)	Loss: 147.534573	Cross Entropy: 0.0489	ELBO: 147.4857	Accuracy: 0.983606
Time: 108872s	Train Epoch: 17 [120320/235930] (51%)	Loss: 146.750084	Cross Entropy: 0.0489	ELBO: 146.7012	Accuracy: 0.983610
Time: 108888s	Train Epoch: 17 [120960/235930] (51%)	Loss: 145.973803	Cross Entropy: 0.0488	ELBO: 145.9250	Accuracy: 0.983639
Time: 108904s	Train Epoch: 17 [121600/235930] (52%)	Loss: 145.205707	Cross Entropy: 0.0487	ELBO: 145.1570	Accuracy: 0.983684
Time: 108919s	Train Epoch: 17 [122240/235930] (52%)	Loss: 144.445668	Cross Entropy: 0.0487	ELBO: 144.3970	Accuracy: 0.983704
Time: 108935s	Train Epoch: 17 [122880/235930] (52%)	Loss: 143.693577	Cross Entropy: 0.0487	ELBO: 143.6449	Accuracy: 0.983724
Time: 108951s	Train Epoch: 17 [123520/235930] (52%)	Loss: 142.949226	Cross Entropy: 0.0486	ELBO: 142.9006	Accuracy: 0.983744
Time: 108967s	Train Epoch: 17 [124160/235930] (53%)	Loss: 142.212709	Cross Entropy: 0.0487	ELBO: 142.1640	Accuracy: 0.983731
Time: 108983s	Train Epoch: 17 [124800/235930] (53%)	Loss: 141.483642	Cross Entropy: 0.0487	ELBO: 141.4350	Accuracy: 0.983766
Time: 108999s	Train Epoch: 17 [125440/235930] (53%)	Loss: 140.762024	Cross Entropy: 0.0486	ELBO: 140.7134	Accuracy: 0.983729
Time: 109015s	Train Epoch: 17 [126080/235930] (53%)	Loss: 140.047726	Cross Entropy: 0.0486	ELBO: 139.9991	Accuracy: 0.983733
Time: 109031s	Train Epoch: 17 [126720/235930] (54%)	Loss: 139.340596	Cross Entropy: 0.0486	ELBO: 139.2920	Accuracy: 0.983752
Time: 109046s	Train Epoch: 17 [127360/235930] (54%)	Loss: 138.640657	Cross Entropy: 0.0486	ELBO: 138.5921	Accuracy: 0.983715
Time: 109062s	Train Epoch: 17 [128000/235930] (54%)	Loss: 137.947701	Cross Entropy: 0.0486	ELBO: 137.8991	Accuracy: 0.983703
Time: 109078s	Train Epoch: 17 [128640/235930] (55%)	Loss: 137.261672	Cross Entropy: 0.0486	ELBO: 137.2130	Accuracy: 0.983691
Time: 109094s	Train Epoch: 17 [129280/235930] (55%)	Loss: 136.582561	Cross Entropy: 0.0488	ELBO: 136.5338	Accuracy: 0.983632
Time: 109110s	Train Epoch: 17 [129920/235930] (55%)	Loss: 135.909956	Cross Entropy: 0.0488	ELBO: 135.8612	Accuracy: 0.983628
Time: 109126s	Train Epoch: 17 [130560/235930] (55%)	Loss: 135.243922	Cross Entropy: 0.0487	ELBO: 135.1952	Accuracy: 0.983632
Time: 109141s	Train Epoch: 17 [131200/235930] (56%)	Loss: 134.584375	Cross Entropy: 0.0487	ELBO: 134.5357	Accuracy: 0.983659
Time: 109157s	Train Epoch: 17 [131840/235930] (56%)	Loss: 133.931298	Cross Entropy: 0.0487	ELBO: 133.8826	Accuracy: 0.983654
Time: 109173s	Train Epoch: 17 [132480/235930] (56%)	Loss: 133.284461	Cross Entropy: 0.0486	ELBO: 133.2359	Accuracy: 0.983673
Time: 109189s	Train Epoch: 17 [133120/235930] (56%)	Loss: 132.643906	Cross Entropy: 0.0486	ELBO: 132.5953	Accuracy: 0.983699
Time: 109205s	Train Epoch: 17 [133760/235930] (57%)	Loss: 132.009424	Cross Entropy: 0.0486	ELBO: 131.9609	Accuracy: 0.983725
Time: 109221s	Train Epoch: 17 [134400/235930] (57%)	Loss: 131.380979	Cross Entropy: 0.0485	ELBO: 131.3325	Accuracy: 0.983735
Time: 109237s	Train Epoch: 17 [135040/235930] (57%)	Loss: 130.758480	Cross Entropy: 0.0484	ELBO: 130.7101	Accuracy: 0.983760
Time: 109253s	Train Epoch: 17 [135680/235930] (58%)	Loss: 130.142004	Cross Entropy: 0.0485	ELBO: 130.0935	Accuracy: 0.983741
Time: 109268s	Train Epoch: 17 [136320/235930] (58%)	Loss: 129.531185	Cross Entropy: 0.0485	ELBO: 129.4827	Accuracy: 0.983751
Time: 109284s	Train Epoch: 17 [136960/235930] (58%)	Loss: 128.926127	Cross Entropy: 0.0485	ELBO: 128.8777	Accuracy: 0.983769
Time: 109300s	Train Epoch: 17 [137600/235930] (58%)	Loss: 128.326757	Cross Entropy: 0.0485	ELBO: 128.2782	Accuracy: 0.983743
Time: 109316s	Train Epoch: 17 [138240/235930] (59%)	Loss: 127.732897	Cross Entropy: 0.0485	ELBO: 127.6844	Accuracy: 0.983753
Time: 109332s	Train Epoch: 17 [138880/235930] (59%)	Loss: 127.144514	Cross Entropy: 0.0486	ELBO: 127.0960	Accuracy: 0.983749
Time: 109348s	Train Epoch: 17 [139520/235930] (59%)	Loss: 126.561541	Cross Entropy: 0.0486	ELBO: 126.5129	Accuracy: 0.983744
Time: 109364s	Train Epoch: 17 [140160/235930] (59%)	Loss: 125.983885	Cross Entropy: 0.0486	ELBO: 125.9353	Accuracy: 0.983726
Time: 109380s	Train Epoch: 17 [140800/235930] (60%)	Loss: 125.411474	Cross Entropy: 0.0486	ELBO: 125.3628	Accuracy: 0.983736
Time: 109395s	Train Epoch: 17 [141440/235930] (60%)	Loss: 124.844244	Cross Entropy: 0.0487	ELBO: 124.7956	Accuracy: 0.983732
Time: 109411s	Train Epoch: 17 [142080/235930] (60%)	Loss: 124.282185	Cross Entropy: 0.0488	ELBO: 124.2334	Accuracy: 0.983671
Time: 109427s	Train Epoch: 17 [142720/235930] (60%)	Loss: 123.725061	Cross Entropy: 0.0487	ELBO: 123.6763	Accuracy: 0.983681
Time: 109443s	Train Epoch: 17 [143360/235930] (61%)	Loss: 123.173019	Cross Entropy: 0.0488	ELBO: 123.1242	Accuracy: 0.983670
Time: 109459s	Train Epoch: 17 [144000/235930] (61%)	Loss: 122.625739	Cross Entropy: 0.0488	ELBO: 122.5770	Accuracy: 0.983701
Time: 109475s	Train Epoch: 17 [144640/235930] (61%)	Loss: 122.083297	Cross Entropy: 0.0487	ELBO: 122.0346	Accuracy: 0.983725
Time: 109491s	Train Epoch: 17 [145280/235930] (62%)	Loss: 121.545761	Cross Entropy: 0.0487	ELBO: 121.4970	Accuracy: 0.983680
Time: 109507s	Train Epoch: 17 [145920/235930] (62%)	Loss: 121.012836	Cross Entropy: 0.0487	ELBO: 120.9641	Accuracy: 0.983655
Time: 109522s	Train Epoch: 17 [146560/235930] (62%)	Loss: 120.484626	Cross Entropy: 0.0487	ELBO: 120.4359	Accuracy: 0.983631
Time: 109538s	Train Epoch: 17 [147200/235930] (62%)	Loss: 119.961075	Cross Entropy: 0.0488	ELBO: 119.9123	Accuracy: 0.983607
Time: 109554s	Train Epoch: 17 [147840/235930] (63%)	Loss: 119.442058	Cross Entropy: 0.0489	ELBO: 119.3932	Accuracy: 0.983611
