Loaded Arguments:
config_file             : config.ini
experiment              : pcam_bnn_1
task                    : bnn
seed                    : 1111
verbose                 : True
log_dir                 : Logs
log_interval            : 10
tensorboard_dir         : Tensorboard
dataset                 : pcam
dataset_dir             : ../../Datasets/pcam
val_split               : 0.2
test_split              : 0.2
image_x                 : 96
image_y                 : 96
square_image            : True
augmentation            : True
data_workers            : 4
use_gpu                 : True
precision               : 16
efficient_net           : 7
model_dir               : Models
epochs                  : 20
batch_size              : 64
minimum_lr              : 1e-05
maximum_lr              : 0.1
label_smoothing         : 0.0
focal_loss              : False
focal_alpha             : 0.25
focal_gamma             : 2.0
training_samples        : 10
batches_per_epoch       : 0


Set Random Seed to 1111
Device set to cuda:0

Loader Datasets

Model Initialised
Time: 002414s	Train Epoch: 01 [097280/235930] (41%)	Loss: 182.202210	Cross Entropy: 0.2905	ELBO: 181.9117	Accuracy: 0.882103
Time: 002430s	Train Epoch: 01 [097920/235930] (42%)	Loss: 181.012474	Cross Entropy: 0.2898	ELBO: 180.7227	Accuracy: 0.882435
Time: 002446s	Train Epoch: 01 [098560/235930] (42%)	Loss: 179.838398	Cross Entropy: 0.2892	ELBO: 179.5492	Accuracy: 0.882660
Time: 002462s	Train Epoch: 01 [099200/235930] (42%)	Loss: 178.678964	Cross Entropy: 0.2882	ELBO: 178.3908	Accuracy: 0.883095
Time: 002478s	Train Epoch: 01 [099840/235930] (42%)	Loss: 177.534759	Cross Entropy: 0.2875	ELBO: 177.2473	Accuracy: 0.883413
Time: 002494s	Train Epoch: 01 [100480/235930] (43%)	Loss: 176.405305	Cross Entropy: 0.2870	ELBO: 176.1183	Accuracy: 0.883599
Time: 002509s	Train Epoch: 01 [101120/235930] (43%)	Loss: 175.290008	Cross Entropy: 0.2864	ELBO: 175.0036	Accuracy: 0.883811
Time: 002525s	Train Epoch: 01 [101760/235930] (43%)	Loss: 174.188602	Cross Entropy: 0.2856	ELBO: 173.9030	Accuracy: 0.884188
Time: 002541s	Train Epoch: 01 [102400/235930] (43%)	Loss: 173.101064	Cross Entropy: 0.2850	ELBO: 172.8161	Accuracy: 0.884453
Time: 002557s	Train Epoch: 01 [103040/235930] (44%)	Loss: 172.026877	Cross Entropy: 0.2842	ELBO: 171.7427	Accuracy: 0.884831
Time: 002573s	Train Epoch: 01 [103680/235930] (44%)	Loss: 170.965977	Cross Entropy: 0.2834	ELBO: 170.6825	Accuracy: 0.885185
Time: 002589s	Train Epoch: 01 [104320/235930] (44%)	Loss: 169.918111	Cross Entropy: 0.2827	ELBO: 169.6354	Accuracy: 0.885468
Time: 002604s	Train Epoch: 01 [104960/235930] (44%)	Loss: 168.882796	Cross Entropy: 0.2817	ELBO: 168.6011	Accuracy: 0.885899
Time: 002620s	Train Epoch: 01 [105600/235930] (45%)	Loss: 167.860365	Cross Entropy: 0.2811	ELBO: 167.5792	Accuracy: 0.886174
Time: 002636s	Train Epoch: 01 [106240/235930] (45%)	Loss: 166.850232	Cross Entropy: 0.2805	ELBO: 166.5697	Accuracy: 0.886465
Time: 002652s	Train Epoch: 01 [106880/235930] (45%)	Loss: 165.852287	Cross Entropy: 0.2800	ELBO: 165.5723	Accuracy: 0.886677
Time: 002668s	Train Epoch: 01 [107520/235930] (46%)	Loss: 164.866525	Cross Entropy: 0.2798	ELBO: 164.5867	Accuracy: 0.886784
Time: 002684s	Train Epoch: 01 [108160/235930] (46%)	Loss: 163.892053	Cross Entropy: 0.2792	ELBO: 163.6129	Accuracy: 0.887047
Time: 002700s	Train Epoch: 01 [108800/235930] (46%)	Loss: 162.928943	Cross Entropy: 0.2785	ELBO: 162.6504	Accuracy: 0.887371
Time: 002716s	Train Epoch: 01 [109440/235930] (46%)	Loss: 161.977189	Cross Entropy: 0.2779	ELBO: 161.6993	Accuracy: 0.887664
Time: 002732s	Train Epoch: 01 [110080/235930] (47%)	Loss: 161.036416	Cross Entropy: 0.2773	ELBO: 160.7591	Accuracy: 0.887972
Time: 002747s	Train Epoch: 01 [110720/235930] (47%)	Loss: 160.106645	Cross Entropy: 0.2767	ELBO: 159.8299	Accuracy: 0.888214
Time: 002763s	Train Epoch: 01 [111360/235930] (47%)	Loss: 159.187305	Cross Entropy: 0.2760	ELBO: 158.9113	Accuracy: 0.888533
Time: 002779s	Train Epoch: 01 [112000/235930] (47%)	Loss: 158.278703	Cross Entropy: 0.2754	ELBO: 158.0033	Accuracy: 0.888813
Time: 002795s	Train Epoch: 01 [112640/235930] (48%)	Loss: 157.380490	Cross Entropy: 0.2750	ELBO: 157.1055	Accuracy: 0.889089
Time: 002811s	Train Epoch: 01 [113280/235930] (48%)	Loss: 156.491939	Cross Entropy: 0.2740	ELBO: 156.2179	Accuracy: 0.889513
Time: 002827s	Train Epoch: 01 [113920/235930] (48%)	Loss: 155.613778	Cross Entropy: 0.2735	ELBO: 155.3403	Accuracy: 0.889756
Time: 002843s	Train Epoch: 01 [114560/235930] (49%)	Loss: 154.745336	Cross Entropy: 0.2729	ELBO: 154.4725	Accuracy: 0.890031
Time: 002859s	Train Epoch: 01 [115200/235930] (49%)	Loss: 153.886834	Cross Entropy: 0.2725	ELBO: 153.6143	Accuracy: 0.890165
Time: 002875s	Train Epoch: 01 [115840/235930] (49%)	Loss: 153.037709	Cross Entropy: 0.2721	ELBO: 152.7656	Accuracy: 0.890331
Time: 002891s	Train Epoch: 01 [116480/235930] (49%)	Loss: 152.197825	Cross Entropy: 0.2716	ELBO: 151.9262	Accuracy: 0.890591
Time: 002907s	Train Epoch: 01 [117120/235930] (50%)	Loss: 151.367062	Cross Entropy: 0.2710	ELBO: 151.0960	Accuracy: 0.890873
Time: 002923s	Train Epoch: 01 [117760/235930] (50%)	Loss: 150.545358	Cross Entropy: 0.2705	ELBO: 150.2749	Accuracy: 0.891126
Time: 002939s	Train Epoch: 01 [118400/235930] (50%)	Loss: 149.732974	Cross Entropy: 0.2704	ELBO: 149.4626	Accuracy: 0.891191
Time: 002955s	Train Epoch: 01 [119040/235930] (50%)	Loss: 148.928929	Cross Entropy: 0.2699	ELBO: 148.6590	Accuracy: 0.891415
Time: 002970s	Train Epoch: 01 [119680/235930] (51%)	Loss: 148.133485	Cross Entropy: 0.2695	ELBO: 147.8640	Accuracy: 0.891644
Time: 002986s	Train Epoch: 01 [120320/235930] (51%)	Loss: 147.346576	Cross Entropy: 0.2691	ELBO: 147.0775	Accuracy: 0.891847
Time: 003002s	Train Epoch: 01 [120960/235930] (51%)	Loss: 146.567909	Cross Entropy: 0.2686	ELBO: 146.2993	Accuracy: 0.892063
Time: 003018s	Train Epoch: 01 [121600/235930] (52%)	Loss: 145.797454	Cross Entropy: 0.2681	ELBO: 145.5293	Accuracy: 0.892220
Time: 003034s	Train Epoch: 01 [122240/235930] (52%)	Loss: 145.034849	Cross Entropy: 0.2675	ELBO: 144.7674	Accuracy: 0.892531
Time: 003050s	Train Epoch: 01 [122880/235930] (52%)	Loss: 144.280391	Cross Entropy: 0.2670	ELBO: 144.0134	Accuracy: 0.892741
Time: 003066s	Train Epoch: 01 [123520/235930] (52%)	Loss: 143.533664	Cross Entropy: 0.2664	ELBO: 143.2672	Accuracy: 0.893021
Time: 003082s	Train Epoch: 01 [124160/235930] (53%)	Loss: 142.794656	Cross Entropy: 0.2659	ELBO: 142.5287	Accuracy: 0.893259
Time: 003098s	Train Epoch: 01 [124800/235930] (53%)	Loss: 142.063378	Cross Entropy: 0.2656	ELBO: 141.7978	Accuracy: 0.893478
Time: 003113s	Train Epoch: 01 [125440/235930] (53%)	Loss: 141.339310	Cross Entropy: 0.2650	ELBO: 141.0744	Accuracy: 0.893742
Time: 003129s	Train Epoch: 01 [126080/235930] (53%)	Loss: 140.622490	Cross Entropy: 0.2643	ELBO: 140.3582	Accuracy: 0.894028
Time: 003145s	Train Epoch: 01 [126720/235930] (54%)	Loss: 139.913188	Cross Entropy: 0.2638	ELBO: 139.6494	Accuracy: 0.894216
Time: 003161s	Train Epoch: 01 [127360/235930] (54%)	Loss: 139.210952	Cross Entropy: 0.2633	ELBO: 138.9476	Accuracy: 0.894402
Time: 003177s	Train Epoch: 01 [128000/235930] (54%)	Loss: 138.515636	Cross Entropy: 0.2628	ELBO: 138.2529	Accuracy: 0.894594
Time: 003193s	Train Epoch: 01 [128640/235930] (55%)	Loss: 137.827274	Cross Entropy: 0.2622	ELBO: 137.5650	Accuracy: 0.894831
Time: 003209s	Train Epoch: 01 [129280/235930] (55%)	Loss: 137.145928	Cross Entropy: 0.2619	ELBO: 136.8840	Accuracy: 0.895096
Time: 003225s	Train Epoch: 01 [129920/235930] (55%)	Loss: 136.471308	Cross Entropy: 0.2616	ELBO: 136.2097	Accuracy: 0.895259
Time: 003241s	Train Epoch: 01 [130560/235930] (55%)	Loss: 135.803227	Cross Entropy: 0.2612	ELBO: 135.5420	Accuracy: 0.895435
Time: 003257s	Train Epoch: 01 [131200/235930] (56%)	Loss: 135.141766	Cross Entropy: 0.2609	ELBO: 134.8808	Accuracy: 0.895587
Time: 003273s	Train Epoch: 01 [131840/235930] (56%)	Loss: 134.486549	Cross Entropy: 0.2605	ELBO: 134.2261	Accuracy: 0.895768
Time: 003289s	Train Epoch: 01 [132480/235930] (56%)	Loss: 133.837413	Cross Entropy: 0.2598	ELBO: 133.5776	Accuracy: 0.896014
Time: 003305s	Train Epoch: 01 [133120/235930] (56%)	Loss: 133.194770	Cross Entropy: 0.2593	ELBO: 132.9354	Accuracy: 0.896214
Time: 003320s	Train Epoch: 01 [133760/235930] (57%)	Loss: 132.558217	Cross Entropy: 0.2588	ELBO: 132.2994	Accuracy: 0.896434
Time: 003336s	Train Epoch: 01 [134400/235930] (57%)	Loss: 131.927982	Cross Entropy: 0.2586	ELBO: 131.6694	Accuracy: 0.896585
Time: 003352s	Train Epoch: 01 [135040/235930] (57%)	Loss: 131.303448	Cross Entropy: 0.2581	ELBO: 131.0454	Accuracy: 0.896808
Time: 003368s	Train Epoch: 01 [135680/235930] (58%)	Loss: 130.684818	Cross Entropy: 0.2576	ELBO: 130.4272	Accuracy: 0.897015
Time: 003384s	Train Epoch: 01 [136320/235930] (58%)	Loss: 130.071991	Cross Entropy: 0.2571	ELBO: 129.8149	Accuracy: 0.897249
Time: 003400s	Train Epoch: 01 [136960/235930] (58%)	Loss: 129.464870	Cross Entropy: 0.2566	ELBO: 129.2083	Accuracy: 0.897510
Time: 003416s	Train Epoch: 01 [137600/235930] (58%)	Loss: 128.863529	Cross Entropy: 0.2562	ELBO: 128.6073	Accuracy: 0.897667
Time: 003432s	Train Epoch: 01 [138240/235930] (59%)	Loss: 128.267753	Cross Entropy: 0.2558	ELBO: 128.0119	Accuracy: 0.897844
Time: 003448s	Train Epoch: 01 [138880/235930] (59%)	Loss: 127.677564	Cross Entropy: 0.2556	ELBO: 127.4220	Accuracy: 0.897926
Time: 003463s	Train Epoch: 01 [139520/235930] (59%)	Loss: 127.092625	Cross Entropy: 0.2551	ELBO: 126.8375	Accuracy: 0.898151
Time: 003479s	Train Epoch: 01 [140160/235930] (59%)	Loss: 126.512975	Cross Entropy: 0.2547	ELBO: 126.2583	Accuracy: 0.898309
Time: 003495s	Train Epoch: 01 [140800/235930] (60%)	Loss: 125.938579	Cross Entropy: 0.2542	ELBO: 125.6844	Accuracy: 0.898558
Time: 003511s	Train Epoch: 01 [141440/235930] (60%)	Loss: 125.369406	Cross Entropy: 0.2537	ELBO: 125.1157	Accuracy: 0.898756
Time: 003527s	Train Epoch: 01 [142080/235930] (60%)	Loss: 124.805441	Cross Entropy: 0.2533	ELBO: 124.5521	Accuracy: 0.898916
Time: 003543s	Train Epoch: 01 [142720/235930] (60%)	Loss: 124.246472	Cross Entropy: 0.2529	ELBO: 123.9936	Accuracy: 0.899145
Time: 003559s	Train Epoch: 01 [143360/235930] (61%)	Loss: 123.692366	Cross Entropy: 0.2523	ELBO: 123.4401	Accuracy: 0.899386
Time: 003575s	Train Epoch: 01 [144000/235930] (61%)	Loss: 123.143237	Cross Entropy: 0.2518	ELBO: 122.8914	Accuracy: 0.899632
Time: 003591s	Train Epoch: 01 [144640/235930] (61%)	Loss: 122.599004	Cross Entropy: 0.2513	ELBO: 122.3477	Accuracy: 0.899862
Time: 003607s	Train Epoch: 01 [145280/235930] (62%)	Loss: 122.059530	Cross Entropy: 0.2508	ELBO: 121.8087	Accuracy: 0.900096
Time: 003622s	Train Epoch: 01 [145920/235930] (62%)	Loss: 121.525086	Cross Entropy: 0.2506	ELBO: 121.2744	Accuracy: 0.900219
Time: 003638s	Train Epoch: 01 [146560/235930] (62%)	Loss: 120.995222	Cross Entropy: 0.2504	ELBO: 120.7449	Accuracy: 0.900396
Time: 003654s	Train Epoch: 01 [147200/235930] (62%)	Loss: 120.469881	Cross Entropy: 0.2500	ELBO: 120.2199	Accuracy: 0.900591
Time: 003670s	Train Epoch: 01 [147840/235930] (63%)	Loss: 119.948938	Cross Entropy: 0.2495	ELBO: 119.6995	Accuracy: 0.900839
Time: 003686s	Train Epoch: 01 [148480/235930] (63%)	Loss: 119.432525	Cross Entropy: 0.2490	ELBO: 119.1835	Accuracy: 0.901051
Time: 003702s	Train Epoch: 01 [149120/235930] (63%)	Loss: 118.920530	Cross Entropy: 0.2485	ELBO: 118.6720	Accuracy: 0.901241
Time: 003718s	Train Epoch: 01 [149760/235930] (63%)	Loss: 118.412897	Cross Entropy: 0.2481	ELBO: 118.1648	Accuracy: 0.901422
Time: 003734s	Train Epoch: 01 [150400/235930] (64%)	Loss: 117.909608	Cross Entropy: 0.2476	ELBO: 117.6620	Accuracy: 0.901636
Time: 003750s	Train Epoch: 01 [151040/235930] (64%)	Loss: 117.410545	Cross Entropy: 0.2471	ELBO: 117.1634	Accuracy: 0.901867
Time: 003766s	Train Epoch: 01 [151680/235930] (64%)	Loss: 116.915823	Cross Entropy: 0.2467	ELBO: 116.6691	Accuracy: 0.902024
Time: 003782s	Train Epoch: 01 [152320/235930] (65%)	Loss: 116.425118	Cross Entropy: 0.2462	ELBO: 116.1789	Accuracy: 0.902252
Time: 003798s	Train Epoch: 01 [152960/235930] (65%)	Loss: 115.938639	Cross Entropy: 0.2459	ELBO: 115.6928	Accuracy: 0.902393
Time: 003813s	Train Epoch: 01 [153600/235930] (65%)	Loss: 115.456213	Cross Entropy: 0.2455	ELBO: 115.2107	Accuracy: 0.902552
Time: 003829s	Train Epoch: 01 [154240/235930] (65%)	Loss: 114.977678	Cross Entropy: 0.2450	ELBO: 114.7327	Accuracy: 0.902762
Time: 003845s	Train Epoch: 01 [154880/235930] (66%)	Loss: 114.503156	Cross Entropy: 0.2446	ELBO: 114.2586	Accuracy: 0.902944
Time: 003861s	Train Epoch: 01 [155520/235930] (66%)	Loss: 114.032492	Cross Entropy: 0.2441	ELBO: 113.7884	Accuracy: 0.903151
Time: 003877s	Train Epoch: 01 [156160/235930] (66%)	Loss: 113.565752	Cross Entropy: 0.2437	ELBO: 113.3220	Accuracy: 0.903330
Time: 003893s	Train Epoch: 01 [156800/235930] (66%)	Loss: 113.102755	Cross Entropy: 0.2433	ELBO: 112.8595	Accuracy: 0.903527
Time: 003909s	Train Epoch: 01 [157440/235930] (67%)	Loss: 112.643666	Cross Entropy: 0.2430	ELBO: 112.4007	Accuracy: 0.903671
Time: 003925s	Train Epoch: 01 [158080/235930] (67%)	Loss: 112.188180	Cross Entropy: 0.2425	ELBO: 111.9456	Accuracy: 0.903783
Time: 003941s	Train Epoch: 01 [158720/235930] (67%)	Loss: 111.736479	Cross Entropy: 0.2422	ELBO: 111.4942	Accuracy: 0.903963
Time: 003957s	Train Epoch: 01 [159360/235930] (68%)	Loss: 111.288361	Cross Entropy: 0.2419	ELBO: 111.0465	Accuracy: 0.904135
Time: 003972s	Train Epoch: 01 [160000/235930] (68%)	Loss: 110.843722	Cross Entropy: 0.2414	ELBO: 110.6023	Accuracy: 0.904338
Time: 003988s	Train Epoch: 01 [160640/235930] (68%)	Loss: 110.402641	Cross Entropy: 0.2410	ELBO: 110.1616	Accuracy: 0.904544
Time: 004004s	Train Epoch: 01 [161280/235930] (68%)	Loss: 109.965197	Cross Entropy: 0.2407	ELBO: 109.7245	Accuracy: 0.904638
Time: 004020s	Train Epoch: 01 [161920/235930] (69%)	Loss: 109.531007	Cross Entropy: 0.2402	ELBO: 109.2908	Accuracy: 0.904836
Time: 004036s	Train Epoch: 01 [162560/235930] (69%)	Loss: 109.100403	Cross Entropy: 0.2399	ELBO: 108.8605	Accuracy: 0.904995
Time: 004052s	Train Epoch: 01 [163200/235930] (69%)	Loss: 108.673166	Cross Entropy: 0.2395	ELBO: 108.4336	Accuracy: 0.905116
Time: 004068s	Train Epoch: 01 [163840/235930] (69%)	Loss: 108.249157	Cross Entropy: 0.2391	ELBO: 108.0101	Accuracy: 0.905328
Time: 004084s	Train Epoch: 01 [164480/235930] (70%)	Loss: 107.828446	Cross Entropy: 0.2387	ELBO: 107.5898	Accuracy: 0.905539
Time: 004100s	Train Epoch: 01 [165120/235930] (70%)	Loss: 107.411163	Cross Entropy: 0.2384	ELBO: 107.1728	Accuracy: 0.905650
Time: 004116s	Train Epoch: 01 [165760/235930] (70%)	Loss: 106.997055	Cross Entropy: 0.2381	ELBO: 106.7590	Accuracy: 0.905804
Time: 004132s	Train Epoch: 01 [166400/235930] (71%)	Loss: 106.586063	Cross Entropy: 0.2377	ELBO: 106.3484	Accuracy: 0.905944
Time: 004148s	Train Epoch: 01 [167040/235930] (71%)	Loss: 106.178184	Cross Entropy: 0.2373	ELBO: 105.9409	Accuracy: 0.906058
Time: 004164s	Train Epoch: 01 [167680/235930] (71%)	Loss: 105.773512	Cross Entropy: 0.2370	ELBO: 105.5365	Accuracy: 0.906226
Time: 004180s	Train Epoch: 01 [168320/235930] (71%)	Loss: 105.371809	Cross Entropy: 0.2365	ELBO: 105.1353	Accuracy: 0.906428
Time: 004196s	Train Epoch: 01 [168960/235930] (72%)	Loss: 104.973219	Cross Entropy: 0.2362	ELBO: 104.7370	Accuracy: 0.906558
Time: 004212s	Train Epoch: 01 [169600/235930] (72%)	Loss: 104.577646	Cross Entropy: 0.2359	ELBO: 104.3418	Accuracy: 0.906739
Time: 004228s	Train Epoch: 01 [170240/235930] (72%)	Loss: 104.184987	Cross Entropy: 0.2355	ELBO: 103.9495	Accuracy: 0.906884
Time: 004244s	Train Epoch: 01 [170880/235930] (72%)	Loss: 103.795320	Cross Entropy: 0.2351	ELBO: 103.5602	Accuracy: 0.907028
Time: 004259s	Train Epoch: 01 [171520/235930] (73%)	Loss: 103.408527	Cross Entropy: 0.2347	ELBO: 103.1738	Accuracy: 0.907194
Time: 004275s	Train Epoch: 01 [172160/235930] (73%)	Loss: 103.024604	Cross Entropy: 0.2344	ELBO: 102.7902	Accuracy: 0.907325
Time: 004291s	Train Epoch: 01 [172800/235930] (73%)	Loss: 102.643552	Cross Entropy: 0.2340	ELBO: 102.4095	Accuracy: 0.907448
Time: 004307s	Train Epoch: 01 [173440/235930] (74%)	Loss: 102.265448	Cross Entropy: 0.2338	ELBO: 102.0316	Accuracy: 0.907576
Time: 004323s	Train Epoch: 01 [174080/235930] (74%)	Loss: 101.890204	Cross Entropy: 0.2337	ELBO: 101.6565	Accuracy: 0.907634
Time: 004339s	Train Epoch: 01 [174720/235930] (74%)	Loss: 101.517602	Cross Entropy: 0.2335	ELBO: 101.2842	Accuracy: 0.907744
Time: 004355s	Train Epoch: 01 [175360/235930] (74%)	Loss: 101.147621	Cross Entropy: 0.2331	ELBO: 100.9145	Accuracy: 0.907904
Time: 004371s	Train Epoch: 01 [176000/235930] (75%)	Loss: 100.780325	Cross Entropy: 0.2328	ELBO: 100.5475	Accuracy: 0.908062
Time: 004387s	Train Epoch: 01 [176640/235930] (75%)	Loss: 100.415582	Cross Entropy: 0.2323	ELBO: 100.1832	Accuracy: 0.908254
Time: 004403s	Train Epoch: 01 [177280/235930] (75%)	Loss: 100.053503	Cross Entropy: 0.2319	ELBO: 99.8216	Accuracy: 0.908433
Time: 004419s	Train Epoch: 01 [177920/235930] (75%)	Loss: 99.694093	Cross Entropy: 0.2316	ELBO: 99.4625	Accuracy: 0.908549
Time: 004435s	Train Epoch: 01 [178560/235930] (76%)	Loss: 99.337265	Cross Entropy: 0.2313	ELBO: 99.1060	Accuracy: 0.908709
Time: 004450s	Train Epoch: 01 [179200/235930] (76%)	Loss: 98.982925	Cross Entropy: 0.2309	ELBO: 98.7520	Accuracy: 0.908890
Time: 004466s	Train Epoch: 01 [179840/235930] (76%)	Loss: 98.631115	Cross Entropy: 0.2305	ELBO: 98.4006	Accuracy: 0.909097
Time: 004482s	Train Epoch: 01 [180480/235930] (76%)	Loss: 98.281823	Cross Entropy: 0.2301	ELBO: 98.0517	Accuracy: 0.909231
Time: 004498s	Train Epoch: 01 [181120/235930] (77%)	Loss: 97.935004	Cross Entropy: 0.2298	ELBO: 97.7052	Accuracy: 0.909369
Time: 004514s	Train Epoch: 01 [181760/235930] (77%)	Loss: 97.590606	Cross Entropy: 0.2294	ELBO: 97.3612	Accuracy: 0.909524
Time: 004530s	Train Epoch: 01 [182400/235930] (77%)	Loss: 97.248647	Cross Entropy: 0.2291	ELBO: 97.0196	Accuracy: 0.909671
Time: 004546s	Train Epoch: 01 [183040/235930] (78%)	Loss: 96.909108	Cross Entropy: 0.2288	ELBO: 96.6803	Accuracy: 0.909828
Time: 004562s	Train Epoch: 01 [183680/235930] (78%)	Loss: 96.572005	Cross Entropy: 0.2285	ELBO: 96.3435	Accuracy: 0.909958
Time: 004578s	Train Epoch: 01 [184320/235930] (78%)	Loss: 96.237164	Cross Entropy: 0.2282	ELBO: 96.0089	Accuracy: 0.910075
Time: 004593s	Train Epoch: 01 [184960/235930] (78%)	Loss: 95.904586	Cross Entropy: 0.2279	ELBO: 95.6767	Accuracy: 0.910245
Time: 004609s	Train Epoch: 01 [185600/235930] (79%)	Loss: 95.574472	Cross Entropy: 0.2277	ELBO: 95.3468	Accuracy: 0.910350
Time: 004625s	Train Epoch: 01 [186240/235930] (79%)	Loss: 95.246447	Cross Entropy: 0.2273	ELBO: 95.0192	Accuracy: 0.910524
Time: 004641s	Train Epoch: 01 [186880/235930] (79%)	Loss: 94.920703	Cross Entropy: 0.2270	ELBO: 94.6937	Accuracy: 0.910681
Time: 004657s	Train Epoch: 01 [187520/235930] (79%)	Loss: 94.597098	Cross Entropy: 0.2265	ELBO: 94.3706	Accuracy: 0.910852
Time: 004673s	Train Epoch: 01 [188160/235930] (80%)	Loss: 94.275759	Cross Entropy: 0.2262	ELBO: 94.0496	Accuracy: 0.911023
Time: 004689s	Train Epoch: 01 [188800/235930] (80%)	Loss: 93.956587	Cross Entropy: 0.2258	ELBO: 93.7308	Accuracy: 0.911160
Time: 004705s	Train Epoch: 01 [189440/235930] (80%)	Loss: 93.639562	Cross Entropy: 0.2255	ELBO: 93.4141	Accuracy: 0.911291
Time: 004721s	Train Epoch: 01 [190080/235930] (81%)	Loss: 93.324612	Cross Entropy: 0.2250	ELBO: 93.0996	Accuracy: 0.911485
Time: 004737s	Train Epoch: 01 [190720/235930] (81%)	Loss: 93.011869	Cross Entropy: 0.2247	ELBO: 92.7872	Accuracy: 0.911640
Time: 004753s	Train Epoch: 01 [191360/235930] (81%)	Loss: 92.701265	Cross Entropy: 0.2244	ELBO: 92.4768	Accuracy: 0.911763
Time: 004769s	Train Epoch: 01 [192000/235930] (81%)	Loss: 92.392705	Cross Entropy: 0.2241	ELBO: 92.1686	Accuracy: 0.911875
Time: 004784s	Train Epoch: 01 [192640/235930] (82%)	Loss: 92.086204	Cross Entropy: 0.2238	ELBO: 91.8624	Accuracy: 0.912012
Time: 004800s	Train Epoch: 01 [193280/235930] (82%)	Loss: 91.781751	Cross Entropy: 0.2236	ELBO: 91.5582	Accuracy: 0.912138
Time: 004816s	Train Epoch: 01 [193920/235930] (82%)	Loss: 91.479175	Cross Entropy: 0.2232	ELBO: 91.2560	Accuracy: 0.912314
Time: 004832s	Train Epoch: 01 [194560/235930] (82%)	Loss: 91.178703	Cross Entropy: 0.2229	ELBO: 90.9558	Accuracy: 0.912459
Time: 004848s	Train Epoch: 01 [195200/235930] (83%)	Loss: 90.880226	Cross Entropy: 0.2226	ELBO: 90.6576	Accuracy: 0.912567
Time: 004864s	Train Epoch: 01 [195840/235930] (83%)	Loss: 90.583686	Cross Entropy: 0.2223	ELBO: 90.3613	Accuracy: 0.912689
Time: 004880s	Train Epoch: 01 [196480/235930] (83%)	Loss: 90.289113	Cross Entropy: 0.2221	ELBO: 90.0670	Accuracy: 0.912821
Time: 004896s	Train Epoch: 01 [197120/235930] (84%)	Loss: 89.996484	Cross Entropy: 0.2219	ELBO: 89.7746	Accuracy: 0.912906
Time: 004912s	Train Epoch: 01 [197760/235930] (84%)	Loss: 89.705533	Cross Entropy: 0.2215	ELBO: 89.4841	Accuracy: 0.913092
Time: 004928s	Train Epoch: 01 [198400/235930] (84%)	Loss: 89.416553	Cross Entropy: 0.2212	ELBO: 89.1954	Accuracy: 0.913231
Time: 004944s	Train Epoch: 01 [199040/235930] (84%)	Loss: 89.129404	Cross Entropy: 0.2208	ELBO: 88.9086	Accuracy: 0.913394
Time: 004960s	Train Epoch: 01 [199680/235930] (85%)	Loss: 88.844152	Cross Entropy: 0.2205	ELBO: 88.6236	Accuracy: 0.913547
Time: 004976s	Train Epoch: 01 [200320/235930] (85%)	Loss: 88.560677	Cross Entropy: 0.2202	ELBO: 88.3405	Accuracy: 0.913713
Time: 004992s	Train Epoch: 01 [200960/235930] (85%)	Loss: 88.278985	Cross Entropy: 0.2198	ELBO: 88.0591	Accuracy: 0.913854
Time: 005008s	Train Epoch: 01 [201600/235930] (85%)	Loss: 87.999238	Cross Entropy: 0.2196	ELBO: 87.7796	Accuracy: 0.913934
Time: 005024s	Train Epoch: 01 [202240/235930] (86%)	Loss: 87.721204	Cross Entropy: 0.2194	ELBO: 87.5018	Accuracy: 0.914048
Time: 005040s	Train Epoch: 01 [202880/235930] (86%)	Loss: 87.444991	Cross Entropy: 0.2192	ELBO: 87.2258	Accuracy: 0.914132
Time: 005055s	Train Epoch: 01 [203520/235930] (86%)	Loss: 87.170478	Cross Entropy: 0.2190	ELBO: 86.9515	Accuracy: 0.914274
Time: 005071s	Train Epoch: 01 [204160/235930] (87%)	Loss: 86.897568	Cross Entropy: 0.2187	ELBO: 86.6789	Accuracy: 0.914396
Time: 005087s	Train Epoch: 01 [204800/235930] (87%)	Loss: 86.626293	Cross Entropy: 0.2183	ELBO: 86.4080	Accuracy: 0.914580
Time: 005103s	Train Epoch: 01 [205440/235930] (87%)	Loss: 86.356856	Cross Entropy: 0.2180	ELBO: 86.1389	Accuracy: 0.914695
Time: 005119s	Train Epoch: 01 [206080/235930] (87%)	Loss: 86.089034	Cross Entropy: 0.2177	ELBO: 85.8713	Accuracy: 0.914839
Time: 005135s	Train Epoch: 01 [206720/235930] (88%)	Loss: 85.822880	Cross Entropy: 0.2174	ELBO: 85.6055	Accuracy: 0.914982
Time: 005151s	Train Epoch: 01 [207360/235930] (88%)	Loss: 85.558308	Cross Entropy: 0.2170	ELBO: 85.3413	Accuracy: 0.915123
Time: 005167s	Train Epoch: 01 [208000/235930] (88%)	Loss: 85.295422	Cross Entropy: 0.2167	ELBO: 85.0787	Accuracy: 0.915250
Time: 005183s	Train Epoch: 01 [208640/235930] (88%)	Loss: 85.034064	Cross Entropy: 0.2164	ELBO: 84.8177	Accuracy: 0.915395
Time: 005198s	Train Epoch: 01 [209280/235930] (89%)	Loss: 84.774345	Cross Entropy: 0.2160	ELBO: 84.5583	Accuracy: 0.915544
